,Unnamed: 0,DR_NO,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,LOCATION,Cross Street,LAT,LON,year,month,hour,crime_type,theft,vehicular
364603,364603,220214409,1730,1,Rampart,99,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 1814 0400 0416,28,2,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,1400 W  12TH                         ST,BROADWAY,2482,3838,2,7,17,1,0,0
421784,421784,221305889,630,12,Newton,683,1,79,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0913 0601,19,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,80,1000 E  33RD                         ST,BROADWAY,2169,3992,2,1,6,0,1,0
329323,329323,221613446,1930,15,Foothill,913,1,60,BATTERY - SIMPLE ASSAULT,0416 0356 0562 0447 0913,54,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,7700    WHITSETT                     AV,BROADWAY,4137,2521,2,9,19,1,0,0
459602,459602,221606613,150,15,Foothill,904,0,16,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 0344 1402 1300,46,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,16,8700    CRANFORD                     AV,BROADWAY,4304,2541,2,2,1,0,0,0
352953,352953,221210801,800,11,77th Street,651,0,4,ROBBERY,1822 0342 0400 0416 0417 0344,23,0,2,130,MOTEL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,4,FLORENCE                     AV,CRENSHAW                     BL,1776,3264,2,3,8,1,0,0
139532,139532,210905187,2155,8,Van Nuys,458,1,26,THEFT OF IDENTITY,1822 0930,29,2,2,199,CYBERSPACE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,13900    VANOWEN                      ST,BROADWAY,4007,2217,0,10,21,0,1,0
29049,29049,200606873,10,5,Hollywood,297,0,8,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0400 0416 1414,10,0,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,8,5900    CARLTON                      WY,BROADWAY,3036,3393,0,1,0,0,0,0
338250,338250,220711902,1015,6,Wilshire,358,1,110,VIOLATION OF RESTRAINING ORDER,2038 0561,65,0,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,111,1400 S  SIERRA BONITA                AV,BROADWAY,2500,2933,2,6,10,0,0,0
632134,632134,232007864,2030,19,Olympic,1105,1,85,LEWD CONDUCT,0528 1822 0910,26,2,12,251,MTA - RED LINE - WILSHIRE/VERMONT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,86,3100    WILSHIRE                     BL,BROADWAY,2683,3695,3,3,20,0,0,0
104327,104327,200806629,1715,7,West LA,395,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,20,0,1,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,LEVERING                     AV,MIDVALE,2695,2054,0,1,17,0,0,0
105943,105943,200513091,1930,4,Harbor,240,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,33,2,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,100 W  OPP                          ST,BROADWAY,604,3915,0,7,19,0,0,0
487690,487690,220208743,1230,1,Rampart,53,1,107,TRESPASSING,1501 0913,36,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,108,700 N  KENMORE                      AV,BROADWAY,2867,3603,2,2,12,0,0,0
327486,327486,221808633,1900,17,Southeast,1001,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2000 0913 1814 1300 0329,31,0,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,9800    BANDERA                      ST,BROADWAY,1506,4176,2,3,19,0,0,0
428942,428942,221708608,1450,16,Devonshire,947,0,16,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1602 0344 0385,35,0,17,134,MOBILE HOME/TRAILERS/CONSTRUCTION TRAILERS/RV'S/MOTORHOME,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,16,10500    SWINTON                      AV,BROADWAY,4639,1713,2,3,14,0,0,0
11222,11222,200816142,1000,7,West LA,423,0,53,BIKE - STOLEN,0344 1822 1607,27,0,1,159,GARAGE/CARPORT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,54,11900    WALNUT                       LN,BROADWAY,2403,1980,0,10,10,0,1,0
231347,231347,211008797,1250,9,West Valley,525,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 0416 0913 1813,46,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,BALBOA,VANOWEN,3970,1564,1,5,12,1,0,0
493026,493026,231422071,810,13,Pacific,752,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,41,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",73,VERBAL THREAT,3,Invest Cont,123,4400    INGLEWOOD                    BL,BROADWAY,1993,2375,3,11,8,0,0,0
128930,128930,201908847,1815,18,Mission,1066,0,4,ROBBERY,0334 0342 0337 0913 1278 1310 0329 0302,47,2,12,0,STREET,8,SEMI-AUTOMATIC PISTOL,3,Invest Cont,4,9300    STANWIN                      AV,BROADWAY,4413,2334,0,3,18,1,0,0
677272,677272,242007369,830,19,Olympic,1122,1,60,BATTERY - SIMPLE ASSAULT,1822 0444 1309,39,2,1,160,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,900 S  BERENDO                      ST,BROADWAY,2558,3636,4,2,8,1,0,0
46941,46941,201913823,2040,18,Mission,1042,1,110,VIOLATION OF RESTRAINING ORDER,2000 2038 1813,38,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,111,15000    PADDOCK                      ST,BROADWAY,4994,1977,0,7,20,0,0,0
260745,260745,211912705,2230,18,Mission,1042,1,63,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0553 1259,8,2,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,64,15000    FLORENTINE                   ST,BROADWAY,4949,1961,1,7,22,0,0,0
605881,605881,230718484,1500,6,Wilshire,322,0,15,BURGLARY FROM VEHICLE,1300 0344 0386 1822 1606,58,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,400 N  ORLANDO                      AV,BROADWAY,2812,2841,3,11,15,0,0,1
373490,373490,220807146,1645,7,West LA,390,0,13,BURGLARY,1609 0321 0344 0352 1822 1309,20,2,1,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,400    SURFVIEW                     DR,BROADWAY,2505,915,2,2,16,0,1,0
483306,483306,220714044,1830,6,Wilshire,371,1,90,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1258 0500 0522 0913,10,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,91,4000    VENICE                       BL,BROADWAY,2467,3325,2,6,18,0,0,0
548674,548674,231819281,400,17,Southeast,1005,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1202,90,2,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,300 E  104TH                        ST,BROADWAY,1453,3878,3,10,4,0,0,0
399699,399699,230908134,1600,8,Van Nuys,462,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,33,0,12,126,SINGLE FAMILY DWELLING,73,VERBAL THREAT,3,Invest Cont,123,15000    HAMLIN                       ST,BROADWAY,3917,1976,2,10,16,0,0,0
670172,670172,240705581,2015,6,Wilshire,351,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,34,2,7,0,STREET,73,VERBAL THREAT,3,Invest Cont,123,FAIRFAX                      AV,PICO                         BL,2546,2907,4,1,20,0,0,0
370987,370987,221614061,641,15,Foothill,872,1,26,THEFT OF IDENTITY,1822 0922,30,0,12,149,AUTOMATED TELLER MACHINE (ATM),61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,10600    TINKER                       AV,BROADWAY,4646,3556,2,10,6,0,1,0
130702,130702,200408463,120,3,Hollenbeck,172,0,13,BURGLARY,1601 0344 0329,30,0,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,100 S  AVENUE 22,BROADWAY,2778,4388,0,4,1,0,1,0
596943,596943,231009958,1515,9,West Valley,521,1,26,THEFT OF IDENTITY,1822 1402,41,0,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,26,19500    GAULT                        ST,BROADWAY,4024,997,3,5,15,0,1,0
34434,34434,201612343,1200,15,Foothill,891,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,50,0,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,10100    BROMONT                      AV,BROADWAY,4568,2805,0,4,12,0,0,0
6109,6109,201107866,1850,10,Northeast,591,1,60,BATTERY - SIMPLE ASSAULT,0416 1822 0417,37,2,7,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,200 S  AVENUE 59,BROADWAY,3117,4675,0,2,18,1,0,0
640541,640541,230700807,1930,6,Wilshire,329,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0421 0334 0411 0353 1310 1802 1402 0913,41,2,2,0,STREET,25,KNIFE WITH BLADE 6INCHES OR LESS,0,Adult Arrest,6,8800    ALDEN                        DR,BROADWAY,2784,2735,3,6,19,0,0,0
334650,334650,221224334,1700,11,77th Street,647,1,79,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1307 0329,44,0,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,80,1600 W  62ND                         ST,BROADWAY,1863,3527,2,10,17,0,1,0
351252,351252,221507751,2300,14,N Hollywood,830,0,15,BURGLARY FROM VEHICLE,1300 0344,39,2,2,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,5000    BAKMAN                       AV,BROADWAY,3639,2799,2,2,23,0,0,1
406294,406294,221310183,2000,12,Newton,708,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0444 0446 0342 0432 1309 0416,22,2,7,0,STREET,52,CLUB/BAT,3,Invest Cont,6,5800 S  CENTRAL                      AV,BROADWAY,1888,3945,2,3,20,0,0,0
617032,617032,231515502,20,14,N Hollywood,805,0,56,VEHICLE - ATTEMPT STOLEN,1609,58,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,57,13000    VANOWEN                      ST,BROADWAY,3970,2410,3,8,0,0,0,1
48069,48069,200115069,420,0,Central,35,0,22,"THEFT, PERSON",0344 1822 0342 0377 0416 0417 1402 1414 1420 2004,25,2,7,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,22,7TH,TOWNE,2426,4122,0,6,4,0,1,0
438384,438384,230908348,830,8,Van Nuys,451,1,109,VIOLATION OF COURT ORDER,1258 2038,6,2,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,110,15100    SHERMAN                      WY,BROADWAY,4044,1914,2,11,8,0,0,0
263416,263416,210817335,1600,7,West LA,443,0,15,BURGLARY FROM VEHICLE,0321 0344 0352 1221 1822,18,2,7,159,GARAGE/CARPORT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,2400    FEDERAL                      AV,BROADWAY,2352,2137,1,10,16,0,0,1
38111,38111,200112549,2300,0,Central,17,0,7,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1212 1822 0400 0416 1402,39,2,17,0,STREET,54,ROCK/THROWN OBJECT,3,Invest Cont,7,BROADWAY,3RD,2526,4079,0,4,23,1,0,0
222716,222716,211009549,1100,9,West Valley,509,1,26,THEFT OF IDENTITY,1822 0923 0930 0929 0344,44,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,7600    TEXHOMA                      AV,BROADWAY,4113,1421,1,5,11,0,1,0
668201,668201,240404960,920,3,Hollenbeck,212,1,60,BATTERY - SIMPLE ASSAULT,0913 0400 0444 1810,33,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,3500    LANFRANCO                    ST,BROADWAY,2332,4622,4,0,9,1,0,0
625109,625109,231320742,1200,12,Newton,695,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0334 0416,54,2,7,53,OTHER BUSINESS,62,UNKNOWN WEAPON/OTHER WEAPON,0,Adult Arrest,6,4900 S  BROADWAY,BROADWAY,2014,3790,3,10,12,0,0,0
253164,253164,212018199,2200,19,Olympic,1101,0,4,ROBBERY,0302 0334 0342 0431 0344 0352 1221 1268 1822 1218,38,2,2,53,OTHER BUSINESS,74,MACE/PEPPER SPRAY,3,Invest Cont,4,3700    WILSHIRE                     BL,BROADWAY,2667,3526,1,11,22,1,0,0
89754,89754,201318160,1740,12,Newton,702,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 0913 1300 0329,25,0,7,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,57TH                         ST,SAN PEDRO,1938,3872,0,9,17,1,0,0
670617,670617,242007116,30,19,Olympic,1105,0,4,ROBBERY,0334 0342 0344 0432 1822 2006 2034,38,2,1,162,OTHER PREMISE,30,KITCHEN KNIFE,3,Invest Cont,4,3100    WILSHIRE                     BL,BROADWAY,2683,3695,4,2,0,1,0,0
405842,405842,221821579,1505,17,Southeast,1009,1,26,THEFT OF IDENTITY,1822,32,0,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,10900    LOU DILLON                   AV,BROADWAY,1419,4224,2,11,15,0,1,0
44932,44932,201420631,2200,13,Pacific,777,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448 0913,25,0,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,8800    RAMSGATE                     AV,BROADWAY,1601,2746,0,10,22,1,0,0
684488,684488,240700567,1700,6,Wilshire,328,0,2,"RAPE, FORCIBLE",2000 1913 0527 1409 1415 2034 1817,18,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,2,600 N  LARCHMONT                    BL,BROADWAY,2848,3336,4,1,17,0,0,0
314585,314585,220917584,200,8,Van Nuys,494,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1300 0329,53,2,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,4600    VAN NOORD                    AV,BROADWAY,3571,2423,2,11,2,0,0,0
69221,69221,200309484,1410,2,Southwest,159,0,4,ROBBERY,0400 1822 0344 0342 0416 0446,28,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,4,WESTERN                      AV,JEFFERSON,2104,3593,0,3,14,1,0,0
227847,227847,210618128,1400,5,Hollywood,300,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0444,27,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,63,900 N  EL CENTRO                    AV,BROADWAY,2902,3329,1,4,14,1,0,0
491696,491696,231216123,1230,11,77th Street,629,1,60,BATTERY - SIMPLE ASSAULT,1202 1822 0342 0400 0416,61,2,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,4700 S  WESTERN                      AV,BROADWAY,2041,3484,3,6,12,1,0,0
327818,327818,220607301,230,5,Hollywood,295,0,4,ROBBERY,0344 1822 1501 0302 0334,23,0,7,1,SIDEWALK,1,HAND GUN,3,Invest Cont,4,HOLLYWOOD                    BL,EL CERRITO                   PL,3046,3126,2,2,2,1,0,0
488335,488335,220507934,300,4,Harbor,237,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0444 0416 2000 1814 0913,21,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,1500 W  PACIFIC COAST                HY,BROADWAY,644,3728,2,3,3,1,0,0
351464,351464,221420344,307,13,Pacific,739,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,24,2,17,154,OFFICE BUILDING/OFFICE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,11000    VENICE                       BL,BROADWAY,2180,2434,2,8,3,0,0,0
534139,534139,230617120,1200,5,Hollywood,305,1,109,VIOLATION OF COURT ORDER,0913 0361 1822 2038,21,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",73,VERBAL THREAT,3,Invest Cont,110,1200    LODI                         PL,BROADWAY,2957,3339,3,9,12,0,0,0
298974,298974,211314194,1745,12,Newton,698,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0411 0334 1822,29,2,7,7,PARKING LOT,62,UNKNOWN WEAPON/OTHER WEAPON,3,Invest Cont,6,1100 E  46TH                         ST,BROADWAY,2052,4008,1,7,17,0,0,0
450947,450947,220611960,900,5,Hollywood,285,1,107,TRESPASSING,1822 1501,30,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,108,8700    ST IVES                      DR,BROADWAY,2968,2742,2,5,9,0,0,0
560358,560358,231415760,1612,13,Pacific,735,1,110,VIOLATION OF RESTRAINING ORDER,0344,43,0,12,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,111,2300    PENMAR                       AV,BROADWAY,1994,2051,3,7,16,0,0,0
180995,180995,212116323,900,20,Topanga,1151,1,91,CHILD ANNOYING (17YRS & UNDER),1259,13,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,92,20200    LANARK                       ST,BROADWAY,4209,847,1,10,9,0,0,0
210292,210292,210607020,200,5,Hollywood,286,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 1822 1501,23,2,17,126,SINGLE FAMILY DWELLING,62,UNKNOWN WEAPON/OTHER WEAPON,1,Adult Other,6,8100    GOULD                        AV,BROADWAY,3089,2852,1,2,2,0,0,0
412869,412869,220710511,320,6,Wilshire,379,1,60,BATTERY - SIMPLE ASSAULT,0400,26,0,2,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,3700 W  WASHINGTON                   BL,BROADWAY,2430,3325,2,5,3,1,0,0
613791,613791,230105584,1000,0,Central,20,0,16,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0329 0344 0385 1300 1606 1822,72,2,10,159,GARAGE/CARPORT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,16,600    TRACTION                     AV,BROADWAY,2493,4202,3,0,10,0,0,0
679384,679384,241206953,1155,11,77th Street,651,0,4,ROBBERY,1202 1256 1822 0448 0305 0344 0377 1309 0326,63,2,2,60,RESTAURANT/FAST FOOD,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,4,7100    CRENSHAW                     BL,BROADWAY,1788,3264,4,1,11,1,0,0
621067,621067,230716250,1320,6,Wilshire,332,0,53,BIKE - STOLEN,0344 0397,35,2,7,123,THE GROVE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,54,100    THE GROVE                    DR,BROADWAY,2767,3010,3,9,13,0,1,0
81084,81084,201712310,1300,16,Devonshire,934,0,38,THEFT PLAIN - PETTY ($950 & UNDER),1267 1202 0344,72,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,20600    TRIBUNE                      ST,BROADWAY,4692,762,0,7,13,0,1,0
502527,502527,230212252,1740,1,Rampart,94,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1300 0919 0450,9,2,7,0,STREET,6,OTHER FIREARM,3,Invest Cont,6,OLYMPIC,BURLINGTON,2533,3808,3,5,17,0,0,0
558159,558159,230704610,2100,6,Wilshire,379,0,15,BURGLARY FROM VEHICLE,1307 1609 0358 0344 1822,29,2,12,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,21ST                         ST,6TH                          AV,2411,3336,3,0,21,0,0,1
224017,224017,211611929,2200,15,Foothill,905,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,58,2,17,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,8700    RINCON                       AV,BROADWAY,4307,2596,1,8,22,0,0,1
463318,463318,220711953,2200,6,Wilshire,329,1,101,BATTERY WITH SEXUAL CONTACT,0522 0503 0917,26,0,17,153,HOSPITAL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,102,8700 W  BEVERLY                      BL,BROADWAY,2799,2767,2,6,22,0,0,0
305068,305068,210711298,2300,6,Wilshire,370,1,107,TRESPASSING,0906 1501,26,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,108,4200 W  WASHINGTON                   BL,BROADWAY,2460,3244,1,6,23,0,0,0
381628,381628,220300609,1830,2,Southwest,123,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1609,19,3,18,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,79,3000 S  ROYAL                        ST,BROADWAY,2294,3765,2,3,18,0,0,0
395055,395055,220212047,1200,1,Rampart,64,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1311 0344,25,2,17,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,1400 W  SUNSET                       BL,BROADWAY,2773,4053,2,5,12,0,0,1
407723,407723,220916292,1,8,Van Nuys,450,1,26,THEFT OF IDENTITY,0928,28,0,17,148,FINANCE COMPANY,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,15300    RUNNYMEDE                    ST,BROADWAY,4086,1891,2,9,0,0,1,0
588926,588926,231313245,1245,12,Newton,691,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 0913 1814 2038,25,0,7,126,SINGLE FAMILY DWELLING,73,VERBAL THREAT,1,Adult Other,111,200 W  40TH                         PL,BROADWAY,2132,3812,3,6,12,0,0,0
192045,192045,212116859,257,20,Topanga,1176,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,53,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,6300    DE SOTO                      AV,BROADWAY,3878,692,1,10,2,0,1,0
355917,355917,220116660,2135,0,Central,31,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0907 0430 1822 0302 2033,20,3,18,1,SIDEWALK,8,SEMI-AUTOMATIC PISTOL,3,Invest Cont,6,7TH,SPRING,2480,4045,2,6,21,0,0,0
544380,544380,231212281,400,11,77th Street,663,0,4,ROBBERY,0344 0342 1822 1309 0416,28,2,7,0,STREET,62,UNKNOWN WEAPON/OTHER WEAPON,3,Invest Cont,4,83RD                         ST,SAN PEDRO,1668,3878,3,4,4,1,0,0
94049,94049,200406765,1820,3,Hollenbeck,181,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1402 1501 1300,22,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,17,JOHNSTON,ALHAMBRA,2676,4471,0,2,18,0,0,0
559333,559333,232015549,2200,19,Olympic,1107,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,30,2,12,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,900 S  OXFORD                       AV,BROADWAY,2590,3495,3,8,22,0,0,0
176265,176265,211714475,730,16,Devonshire,983,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311 0913 1803 1300,33,0,7,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,79,19000    PARTHENIA                    ST,BROADWAY,4311,1105,1,9,7,0,0,0
